No,Product Type,Primary,On Primary,Secondary,On Secondary,Accent,On Accent,Background,Foreground,Card,Card Foreground,Muted,Muted Foreground,Border,Destructive,On Destructive,Ring,Keywords,Notes
184,Banking/Traditional Finance,#428615,#000000,#5EA630,#000000,#293F73,#FFFFFF,#FFFFFF,#0E0F0C,#FFFFFF,#0E0F0C,#E8EBE6,#000000,#E1E1E1,#DC2626,#FFFFFF,#5EA630,bank banking finance financial fintech money,"Brand-inspired (wise) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: finance|banking|wealth-management; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
185,Magazine/Blog,#008767,#000000,#0093FF,#000000,#5200FF,#FFFFFF,#FFFFFF,#131313,#FFFFFF,#131313,#E9E9E9,#000000,#FFFFFF,#DC2626,#FFFFFF,#30A68A,blog content editorial magazine media publication writing,"Brand-inspired (theverge) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: magazine-blog; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
186,Fashion E-commerce,#CB3F00,#FFFFFF,#FF500A,#000000,#AA8831,#000000,#F5F5F5,#333333,#FFFFFF,#333333,#F0F0F0,#000000,#E8E8E8,#DC2626,#FFFFFF,#FF5000,apparel boutique clothing outfit style wardrobe,"Fashion e-commerce — taobao-style orange + golden promotion accent [High-risk replacement; AA text, component and focus contrast verified] | Scenario: fashion-e-commerce; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
187,Clothing Brand / Boutique,#59443E,#FFFFFF,#57534E,#FFFFFF,#B45309,#FFFFFF,#FAFAF9,#1C1917,#FFFFFF,#292524,#F5F5F4,#000000,#E7E5E4,#DC2626,#FFFFFF,#59443E,apparel boutique fashion outfit style wardrobe,"Clothing boutique — editorial dark + warm gold fashion accent [High-risk replacement; AA text, component and focus contrast verified] | Scenario: clothing-brand-boutique; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
188,Fashion E-commerce / Retail,#E22C2F,#FFFFFF,#C41C1F,#FFFFFF,#BE8C37,#000000,#FFFFFF,#262626,#FFFFFF,#262626,#F7F7F7,#000000,#E5E5E5,#DC2626,#FFFFFF,#E22C2F,apparel boutique buy clothing ecommerce mall outfit shop shopping store style wardrobe,"Fashion retail — red professional e-commerce clothing [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
189,Educational App,#3A8701,#FFFFFF,#47A800,#000000,#419DC8,#000000,#FFFFFF,#1A2B0A,#FFFFFF,#1A2B0A,#F0F4E8,#000000,#DDE8CC,#DC2626,#FFFFFF,#57A71B,classroom course education learning school student teach tutor,"Brand-inspired (duolingo) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: education|learning|childcare; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
190,E-commerce Luxury,#1B7684,#FFFFFF,#2C737C,#FFFFFF,#36F4A4,#0F172A,#000000,#FFFFFF,#1E1E1E,#FFFFFF,#1A2A24,#8A9B94,#1E3932,#DC2626,#FFFFFF,#1B7684,boutique exclusive high-end luxury premium shop showcase,"Brand-inspired (shopify) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: e-commerce-luxury; Avoid: childcare|mass-market-discount; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
191,E-commerce Luxury,#3E4759,#FFFFFF,#39393B,#FFFFFF,#D94E17,#000000,#FFFFFF,#111111,#FFFFFF,#111111,#F5F5F5,#6B6B6B,#E5E5E5,#DC2626,#FFFFFF,#3E4759,athletic brand flagship minimal sport streetwear,Brand-inspired (nike) | Scenario: e-commerce-luxury; Avoid: childcare|mass-market-discount; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only.
192,SaaS (General),#E32D00,#FFFFFF,#E0603F,#0F172A,#0091AE,#0F172A,#FFFFFF,#2D3748,#FFFFFF,#2D3748,#F5F7FA,#000000,#E2E8F0,#DC2626,#FFFFFF,#FF6038,crm growth inbound marketing pipeline sales,"Brand-inspired (hubspot) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
193,Remote Work/Collaboration Tool,#636FF3,#000000,#6C75D0,#000000,#57F287,#0F172A,#313338,#FFFFFF,#1E1E1E,#FFFFFF,#2B2D31,#96989D,#1E1F22,#E14242,#000000,#636FF3,chat community gaming group server social voice,"Brand-inspired (discord) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: remote-work-collaboration-tool; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
194,Ride Hailing / Transportation,#3E4759,#FFFFFF,#1A1A1A,#FFFFFF,#1B8A5A,#000000,#FFFFFF,#000000,#FFFFFF,#000000,#F3F3F3,#374151,#E2E2E2,#DC2626,#FFFFFF,#3E4759,car commute drive mobility ride taxi transport trip,"Brand-inspired (uber) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
195,Banking/Traditional Finance,#003087,#FFFFFF,#002070,#FFFFFF,#AE9032,#000000,#FFFFFF,#003087,#FFFFFF,#1A1A2E,#F5F7FA,#6B7280,#E5E7EB,#DC2626,#FFFFFF,#003087,checkout money pay send transfer wallet,"Brand-inspired (paypal) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: finance|banking|wealth-management; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
196,Banking/Traditional Finance,#00C805,#0F172A,#00A604,#0F172A,#FF5000,#0F172A,#000000,#FFFFFF,#1E1E1E,#FFFFFF,#1A1A1A,#8A8A8A,#333333,#DC2626,#FFFFFF,#00C805,invest portfolio stock trade watchlist,Brand-inspired (robinhood) | Scenario: finance|banking|wealth-management; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only.
197,Banking/Traditional Finance,#4D8400,#FFFFFF,#73A22F,#000000,#0369A1,#FFFFFF,#FFFFFF,#0D0D0D,#FFFFFF,#0D0D0D,#F5F5F5,#000000,#E5E5E5,#DC2626,#FFFFFF,#72A22F,card corporate expense reimbursement savings spend,"Brand-inspired (ramp) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: finance|banking|wealth-management; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
198,Banking/Traditional Finance,#00D64F,#0F172A,#00BF46,#0F172A,#00D668,#000000,#000000,#FFFFFF,#1E1E1E,#FFFFFF,#1A1A1A,#8A8A8A,#242424,#DC2626,#FFFFFF,#00D64F,boost cash p2p payment send transfer,"Brand-inspired (cashapp) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: finance|banking|wealth-management; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
199,Magazine/Blog,#FFBB00,#0F172A,#E8A800,#0F172A,#375EDD,#FFFFFF,#000000,#FFFFFF,#1E1E1E,#FFFFFF,#1A1A1A,#8A8A8A,#333333,#DC2626,#FFFFFF,#FFBB00,creator growth monetize newsletter publish subscriber,"Brand-inspired (beehiiv) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: magazine-blog; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
200,Magazine/Blog,#AE6500,#FFFFFF,#DB7B00,#000000,#6D28D9,#FFFFFF,#FFFFFF,#15171A,#FFFFFF,#15171A,#F5F5F5,#000000,#E5E7EB,#DC2626,#FFFFFF,#C28838,blog cms ghost independent journal publishing writing,"Brand-inspired (ghost) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: magazine-blog; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
201,Dashboard,#8A5DB6,#FFFFFF,#8C5AB9,#FFFFFF,#924FD8,#FFFFFF,#282828,#E0E0E0,#1E1E1E,#E0E0E0,#333333,#FFFFFF,#3D3D3D,#DC2626,#FFFFFF,#8A5DB6,apm infrastructure metrics monitoring observability trace,"Brand-inspired (datadog) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: dashboard; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
202,Dashboard,#F46800,#0F172A,#DC5C00,#0F172A,#3D71D9,#FFFFFF,#181B1F,#D9D9D9,#1E1E1E,#D9D9D9,#242629,#8E8E8E,#34373B,#DC2626,#FFFFFF,#F46800,alert dashboard grafana logs metrics panel visualization,Brand-inspired (grafana) | Scenario: dashboard; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only.
203,Design System/Component Library,#7B2FBE,#FFFFFF,#6B28A6,#FFFFFF,#1BA1A7,#000000,#FFFFFF,#0D1216,#FFFFFF,#0D1216,#F5F0FF,#000000,#E5D9F2,#DC2626,#FFFFFF,#7B2FBE,canvas creative design edit template visual,"Brand-inspired (canva) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: design-system-component-library; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
204,AI/Chatbot Platform,#0D8669,#FFFFFF,#0E9270,#0F172A,#10A37F,#0F172A,#FFFFFF,#212121,#FFFFFF,#212121,#F7F7F8,#6E6E80,#E5E5E5,#DC2626,#FFFFFF,#10A37F,ai chat completion gpt model prompt,Brand-inspired (openai) | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only.
205,AI/Chatbot Platform,#BF512C,#FFFFFF,#A8421F,#FFFFFF,#C2522D,#FFFFFF,#FAF9F5,#1A1A18,#FFFFFF,#1A1A18,#F2F0EC,#6B6B63,#D8D4CC,#DC2626,#FFFFFF,#C2522D,ai alignment assistant constitutional safety,Brand-inspired (anthropic) | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only.
206,Automotive/Car Dealership,#3E6AE1,#FFFFFF,#2E56C4,#FFFFFF,#3D56E1,#FFFFFF,#FFFFFF,#171A20,#FFFFFF,#171A20,#F4F4F4,#5C5E62,#E5E5E5,#DC2626,#FFFFFF,#3E6AE1,auto electric ev luxury motor showroom vehicle,"Brand-inspired (tesla) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: automotive-car-dealership; Avoid: childcare|mass-market-discount; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
207,Productivity Tool,#5645D4,#FFFFFF,#3A2A99,#FFFFFF,#E16259,#0F172A,#FFFFFF,#0A1530,#FFFFFF,#0A1530,#F7F6F3,#000000,#E3E2DE,#DC2626,#FFFFFF,#5645D4,database docs notes wiki workspace,"Brand-inspired (notion) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.55; Recommendation: scenario-first; Evidence: token-only."
208,SaaS (General),#E4F222,#0F172A,#C8D91E,#0F172A,#5E6AD2,#FFFFFF,#08090A,#F7F8F8,#161718,#F7F8F8,#23252A,#8A8F98,#323334,#EB5656,#000000,#E4F222,app b2b cloud dark night saas software tool,"Midnight command center — neon lime on obsidian (Linear-inspired dark) [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
209,Developer Tool / IDE,#A78BFA,#0F172A,#8655F6,#FFFFFF,#22D3EE,#0F172A,#0D0E11,#E2E8F0,#1A1B1F,#E2E8F0,#252629,#FFFFFF,#3A3A3F,#EF4343,#000000,#A78BFA,cli code dark dev devtool editor ide terminal,"Synthwave dark lab — violet + cyan neon on charcoal [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
210,Restaurant/Food Service,#D49653,#0F172A,#C08440,#0F172A,#EFA680,#0F172A,#140B00,#FFF1E0,#1E1409,#FFF1E0,#2A1F12,#A69478,#43392D,#DC2626,#FFFFFF,#D49653,bistro cuisine dark dining food gourmet restaurant upscale,Midnight desert oasis — warm gold on deep umber | Scenario: restaurant-food-service; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only.
211,Analytics Dashboard,#9984D8,#0F172A,#7C6CC1,#000000,#22C55E,#0F172A,#0A0A0F,#E8E8EC,#141418,#E8E8EC,#1E1E24,#FFFFFF,#2E2E36,#EF4343,#000000,#9984D8,admin analytics bi dark dashboard data panel visualization,"Midnight data studio — lavender metrics on deep void [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
212,Fintech/Crypto,#00D68F,#0F172A,#00B377,#0F172A,#FF6B35,#0F172A,#012624,#E0F2EF,#03332F,#E0F2EF,#064A44,#FFFFFF,#0A5C54,#EF4343,#000000,#00D68F,blockchain crypto dark defi finance fintech trading wallet,"Deep-sea radiant data — emerald glow on ocean floor [High-risk replacement; AA text, component and focus contrast verified] | Scenario: finance|banking|wealth-management; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
213,AI/Chatbot Platform,#D97757,#0F172A,#C16444,#000000,#788C5D,#0F172A,#141413,#FAF9F5,#1E1E1D,#FAF9F5,#2A2A28,#FFFFFF,#3D3D3A,#DC2626,#FFFFFF,#D97757,ai assistant chatbot dark llm model research safety,"Research journal on warm stone — terracotta on dark parchment [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
214,Productivity Tool,#C7E3FF,#000000,#E5E5E5,#000000,#3B82F6,#0F172A,#000000,#EEEEEE,#141414,#EEEEEE,#1E1E1E,#888888,#2A2A2A,#EF4343,#000000,#C7E3FF,collaboration dark notes productivity tool workspace,"Matte black precision instrument — monochrome control surface [High-risk replacement; AA text, component and focus contrast verified] | Scenario: productivity-tool; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
215,Creative Agency,#FF4105,#0F172A,#E73A04,#000000,#FFD60A,#0F172A,#0D1117,#E6EDF3,#161B22,#E6EDF3,#21262D,#FFFFFF,#30363D,#DA3633,#FFFFFF,#FF4105,agency brand creative dark design portfolio studio,"Electric storm over a blueprint — vivid neon on deep navy [High-risk replacement; AA text, component and focus contrast verified] | Scenario: creative-agency; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
216,SaaS (General),#59593E,#FFFFFF,#3D3D3A,#FFFFFF,#C2522D,#FFFFFF,#FAF9F5,#141413,#FFFFFF,#141413,#F2F0EC,#6B6B63,#D8D4CC,#DC2626,#FFFFFF,#59593E,academic editorial research saas tool warm,Academic journal on vellum — warm stone editorial | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only.
217,Educational App,#3A8701,#FFFFFF,#48A800,#000000,#C28938,#000000,#FFFFFF,#3C3C3C,#FFFFFF,#3C3C3C,#E5E5E5,#000000,#E5E5E5,#FF4D4D,#000000,#57A71B,app education fun gamified language learning playful,"Playground starter kit — bold gamified green + orange rewards [High-risk replacement; AA text, component and focus contrast verified] | Scenario: education|learning|childcare; Avoid: regulated-finance|clinical-emergency; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
218,Payments / Checkout,#533AFD,#FFFFFF,#4529E0,#FFFFFF,#FF580A,#000000,#FFFFFF,#061B31,#F8FAFD,#061B31,#E5EDF5,#50617A,#D8D6DF,#DC2626,#FFFFFF,#533AFD,checkout fintech gateway payment processing stripe,"Architectural blueprint on white marble — violet precision [High-risk replacement; AA text, component and focus contrast verified] | Scenario: payments-checkout; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
219,Design System/Component Library,#E80000,#FFFFFF,#E55C5C,#000000,#2D9F97,#000000,#FFF8F6,#2D3436,#FFFFFF,#2D3436,#F5EFED,#000000,#F0E0DB,#DC2626,#FFFFFF,#FF5252,canvas component creative design tool ui-kit visual,"Vibrant pink playground — coral dance on warm blush canvas [High-risk replacement; AA text, component and focus contrast verified] | Scenario: design-system-component-library; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
220,Magazine/Blog,#3E4759,#FFFFFF,#333333,#FFFFFF,#B91C1C,#FFFFFF,#FFFFFF,#111111,#F9F9F9,#111111,#F3F3F3,#000000,#E8E8E8,#DC2626,#FFFFFF,#3E4759,article blog editorial literary magazine medium publishing,"Digital ink on vellum — monochrome typographic authority [High-risk replacement; AA text, component and focus contrast verified] | Scenario: magazine-blog; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
221,Healthcare App,#00543D,#FFFFFF,#004432,#FFFFFF,#D97706,#0F172A,#FBFDF6,#0A1D08,#FFFFFF,#0A1D08,#F0F4EA,#5C6B55,#D9E3D0,#DC2626,#FFFFFF,#00543D,calm clinical health medical patient wellness,Mist-shrouded valley — deep forest green on meadow white | Scenario: healthcare-app; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only.
222,Food Delivery / On-Demand,#B63A00,#FFFFFF,#E04800,#000000,#524AE9,#FFFFFF,#E2E2DF,#070607,#EFEEEB,#070607,#D5D4D0,#000000,#C8C7C3,#DC2626,#FFFFFF,#E64900,delivery food on-demand order quick takeout,"Pixelated cyber-playground — vivid orange on warm concrete [High-risk replacement; AA text, component and focus contrast verified] | Scenario: food-delivery-on-demand; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
223,Calendar & Scheduling App,#8A7500,#FFFFFF,#A69430,#000000,#1A67FD,#FFFFFF,#FFFEFB,#1D2130,#FFFFFF,#1D2130,#F5F3ED,#000000,#E5E3DC,#DC2626,#FFFFFF,#A69430,calendar events planner schedule scheduling sunny warm,"Sunlit productivity canvas — bright yellow on warm cream [High-risk replacement; AA text, component and focus contrast verified] | Scenario: calendar-scheduling-app; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
224,Membership/Community,#DC371A,#FFFFFF,#D07D6D,#000000,#AA8F31,#000000,#FFFEFB,#222222,#FFFFFF,#222222,#F5F0ED,#000000,#E8E0DB,#DC2626,#FFFFFF,#EB6D57,club community forum member social support warm,"Warm buoyant community canvas — peach + gold on cream [High-risk replacement; AA text, component and focus contrast verified] | Scenario: membership-community; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
225,Portfolio/Personal,#E7D2B4,#0F172A,#D5CCB8,#0F172A,#E7DED1,#0F172A,#000000,#E7DED1,#0A0A0A,#E7DED1,#151515,#FFFFFF,#252220,#DC2626,#FFFFFF,#E7D2B4,creative dark gallery portfolio projects showcase,"Black canvas stark typography — ghost sand on midnight void [High-risk replacement; AA text, component and focus contrast verified] | Scenario: portfolio-personal; Avoid: —; Origin confidence: 0.5; Recommendation: scenario-first; Evidence: token-only."
